station_a,station_b,train_before,train_after,headway_minutes
BSB,JP,15970,16346,120.0
BSB,JP,16346,15795,195.0
BSB,JP,15795,16061,330.0
BSB,JP,16061,15951,270.0
BSB,KOTA,16367,15529,210.0
BSB,KOTA,15529,15954,75.0
BSB,KOTA,15954,15978,0.0
BSB,KOTA,15978,16251,315.0
BSB,KOTA,16251,16365,330.0
BSB,INDB,15952,15624,120.0
BSB,INDB,15624,16424,120.0
BSB,INDB,16424,15962,150.0
BSB,INDB,15962,15434,120.0
BSB,INDB,15434,16194,0.0
BSB,INDB,16194,15971,75.0
BSB,INDB,15971,15956,135.0
BSB,INDB,15956,16308,120.0
BSB,INDB,16308,16253,315.0
BSB,INDB,16253,16422,75.0
BSB,GWL,16384,16441,195.0
BSB,GWL,16441,15954,75.0
BSB,GWL,15954,15282,120.0
BSB,GWL,15282,16099,195.0
BSB,GWL,16099,15957,210.0
BSB,GWL,15957,15757,120.0
BSB,ST,15953,16481,240.0
BSB,ST,16481,15972,285.0
BSB,ST,15972,15284,240.0
BSB,ST,15284,15959,345.0
BSB,ST,15959,16479,120.0
BSB,RJT,15961,15979,390.0
BSB,RJT,15979,16517,450.0
BSB,PUNE,16536,16137,195.0
BSB,PUNE,16137,15954,75.0
BSB,PUNE,15954,15962,0.0
BSB,PUNE,15962,15971,195.0
BSB,PUNE,15971,16538,45.0
BSB,PUNE,16538,15339,75.0
BSB,PUNE,15339,15973,210.0
BSB,PUNE,15973,16365,120.0
BSB,PUNE,16365,15719,390.0
BSB,NGP,15963,16555,120.0
BSB,MAO,16367,16232,15.0
BSB,MAO,16232,16289,195.0
BSB,MAO,16289,15586,195.0
BSB,MAO,15586,15955,75.0
BSB,MAO,15955,15491,120.0
BSB,MAO,15491,15964,15.0
BSB,MAO,15964,16139,105.0
BSB,MAO,16139,15341,330.0
BSB,MAO,15341,16574,75.0
BSB,MYS,15320,15776,0.0
BSB,MYS,15776,16232,0.0
BSB,MYS,16232,16688,0.0
BSB,MYS,16688,15377,195.0
BSB,MYS,15377,15833,0.0
BSB,MYS,15833,16289,0.0
BSB,MYS,16289,16745,0.0
BSB,MYS,16745,15434,195.0
BSB,MYS,15434,15890,0.0
BSB,MYS,15890,16346,0.0
BSB,MYS,16346,15947,75.0
BSB,MYS,15947,15955,0.0
BSB,MYS,15955,15491,120.0
BSB,MYS,15491,16403,0.0
BSB,MYS,16403,15092,135.0
BSB,MYS,15092,15548,0.0
BSB,MYS,15548,16004,0.0
BSB,MYS,16004,16460,0.0
BSB,MYS,16460,15965,75.0
BSB,MYS,15965,15149,120.0
BSB,MYS,15149,15605,0.0
BSB,MYS,15605,16061,0.0
BSB,MYS,16061,16517,0.0
BSB,MYS,16517,15974,75.0
BSB,MYS,15974,15206,120.0
BSB,MYS,15206,15662,0.0
BSB,MYS,15662,16118,0.0
BSB,MYS,16118,16574,0.0
BSB,MYS,16574,15263,195.0
BSB,MYS,15263,15719,0.0
BSB,MYS,15719,16175,0.0
BSB,MYS,16175,16631,0.0
BSB,UBL,15928,16593,195.0
BSB,UBL,16593,16498,195.0
BSB,UBL,16498,16595,315.0
BSB,UBL,16595,15966,285.0
BSB,UBL,15966,16479,315.0
BSB,TVC,15130,15890,0.0
BSB,TVC,15890,16004,330.0
BSB,TVC,16004,16460,0.0
BSB,TVC,16460,16612,0.0
BSB,TVC,16612,16517,195.0
BSB,TVC,16517,16726,195.0
BSB,TVC,16726,15967,75.0
BSB,ERS,15968,15681,315.0
BSB,ERS,15681,16593,0.0
BSB,ERS,16593,16481,120.0
BSB,ERS,16481,16346,75.0
BSB,ERS,16346,15956,210.0
BSB,ERS,15956,15396,120.0
BSB,ERS,15396,15975,465.0
BSB,ERS,15975,16175,120.0
BSB,CLT,16536,15969,75.0
BSB,CLT,15969,16441,120.0
BSB,CLT,16441,16042,195.0
BSB,CLT,16042,15187,195.0
BSB,CLT,15187,15972,15.0
BSB,CLT,15972,15852,120.0
BSB,CLT,15852,16631,585.0
BSB,CBE,15970,15964,330.0
BSB,CBE,15964,15683,105.0
BSB,CBE,15683,16595,0.0
BSB,CBE,16595,15398,525.0
BSB,MDU,15976,16650,510.0
BSB,MDU,16650,15971,75.0
BSB,MDU,15971,16538,45.0
BSB,MDU,16538,15956,90.0
BSB,MDU,15956,15957,195.0
BSB,MDU,15957,16652,45.0
BSB,MDU,16652,15854,390.0
BSB,PURI,15548,15973,75.0
BSB,PURI,15973,16270,315.0
BSB,PURI,16270,16631,195.0
BSB,R,15977,16424,45.0
BSB,R,16424,16082,390.0
BSB,R,16082,16669,405.0
BSB,R,16669,15958,75.0
BSB,R,15958,15974,0.0
BSB,BSP,16650,15643,195.0
BSB,BSP,15643,16612,135.0
BSB,BSP,16612,15453,195.0
BSB,BSP,15453,16213,0.0
BSB,BSP,16213,15975,270.0
BSB,BSP,15975,16327,120.0
BSB,VSKP,15976,15776,120.0
BSB,VSKP,15776,16403,585.0
BSB,VSKP,16403,15973,210.0
BSB,VSKP,15973,15301,120.0
BSB,VSKP,15301,16669,0.0
BSB,VSKP,16669,16118,195.0
BSB,VSKP,16118,16574,0.0
BSB,BZA,15455,15977,90.0
BSB,BZA,15977,15978,195.0
BSB,BZA,15978,15965,525.0
BSB,BZA,15965,16652,45.0
BSB,BZA,16652,15959,345.0
BSB,GHY,15978,15957,525.0
AY,GKP,16009,16017,240.0
AY,GKP,16017,15980,285.0
AY,VGLJ,16001,15986,195.0
AY,VGLJ,15986,16017,45.0
AY,VGLJ,16017,15162,195.0
AY,VGLJ,15162,16074,0.0
AY,VGLJ,16074,15981,285.0
AY,VGLJ,15981,16005,0.0
AY,PNBE,15993,15982,915.0
AY,RNC,15985,16131,630.0
AY,RNC,16131,15983,480.0
AY,TATA,15984,15987,585.0
AY,TATA,15987,15219,240.0
AY,TATA,15219,16006,285.0
AY,TATA,16006,15789,45.0
AY,CDG,15985,16188,765.0
AY,FZR,16010,15987,195.0
AY,FZR,15987,15618,45.0
AY,FZR,15618,15988,90.0
AY,FZR,15988,16188,240.0
AY,FZR,16188,16007,345.0
AY,JAT,16002,15988,330.0
AY,JAT,15988,15276,240.0
AY,JAT,15276,16302,390.0
AY,SVDK,15994,15989,525.0
AY,JP,16008,15986,390.0
AY,JP,15986,15989,525.0
AY,JP,15989,15990,195.0
AY,KOTA,16359,15991,1200.0
AY,INDB,16359,15993,90.0
AY,INDB,15993,16009,0.0
AY,INDB,16009,16416,45.0
AY,INDB,16416,16131,585.0
AY,INDB,16131,15990,285.0
AY,INDB,15990,15333,45.0
AY,GWL,15994,16011,195.0
AY,ST,16010,16473,45.0
AY,ST,16473,15995,150.0
AY,ST,15995,15996,135.0
AY,ST,15996,15991,585.0
AY,BRC,15960,16473,195.0
AY,BRC,16473,15987,150.0
AY,BRC,15987,15997,330.0
AY,PUNE,15992,16011,585.0
AY,PUNE,16011,16530,45.0
AY,PUNE,16530,15675,195.0
AY,PUNE,15675,15999,480.0
AY,PUNE,15999,15390,45.0
AY,NGP,16000,16530,630.0
AY,NGP,16530,15846,720.0
AY,MAO,16001,16012,525.0
AY,MYS,15993,16002,195.0
AY,MYS,16002,16004,330.0
AY,MYS,16004,16012,0.0
AY,MYS,16012,16587,105.0
AY,UBL,16416,16003,345.0
AY,UBL,16003,16074,45.0
AY,UBL,16074,15996,90.0
AY,TVC,15988,16004,0.0
AY,ERS,15994,15980,330.0
AY,ERS,15980,16005,195.0
AY,ERS,16005,16013,0.0
AY,CLT,15447,16006,1005.0
AY,CBE,16644,16007,345.0
AY,MDU,16008,15995,585.0
AY,MDU,15995,16013,330.0
AY,MDU,16013,16014,195.0
AY,BBS,16009,16005,720.0
AY,PURI,16010,15997,525.0
AY,R,16011,15996,135.0
AY,R,15996,15989,195.0
AY,R,15989,16015,390.0
AY,BSP,16012,16587,105.0
AY,BSP,16587,15981,90.0
AY,BSP,15981,15732,45.0
AY,BZA,16016,15504,240.0
AY,BZA,15504,15997,675.0
AY,BZA,15997,16644,45.0
AY,BZA,16644,16014,150.0
AY,BZA,16014,16245,45.0
AY,BZA,16245,16302,195.0
AY,GHY,16014,16015,195.0
GKP,VGLJ,16024,16017,195.0
GKP,VGLJ,16017,16043,390.0
GKP,VGLJ,16043,16066,45.0
GKP,PNBE,16018,16050,0.0
GKP,RNC,16042,16019,195.0
GKP,RNC,16019,16123,240.0
GKP,TATA,16025,16034,195.0
GKP,TATA,16034,16020,330.0
GKP,TATA,16020,16044,0.0
GKP,TATA,16044,16180,240.0
GKP,JAT,16024,16294,1350.0
GKP,SVDK,16025,15952,45.0
GKP,SVDK,15952,16051,345.0
GKP,JP,16351,16026,285.0
GKP,JP,16026,16027,195.0
GKP,JP,16027,16043,0.0
GKP,JP,16043,16046,525.0
GKP,KOTA,16027,16035,0.0
GKP,KOTA,16035,15667,240.0
GKP,KOTA,15667,15382,525.0
GKP,INDB,15439,15895,0.0
GKP,INDB,15895,16351,0.0
GKP,INDB,16351,16408,15.0
GKP,INDB,16408,15496,120.0
GKP,INDB,15496,15952,0.0
GKP,INDB,15952,15097,195.0
GKP,INDB,15097,15553,0.0
GKP,INDB,15553,16009,0.0
GKP,INDB,16009,16465,0.0
GKP,INDB,16465,16019,150.0
GKP,INDB,16019,15154,45.0
GKP,INDB,15154,15610,0.0
GKP,INDB,15610,16066,0.0
GKP,INDB,16066,16522,0.0
GKP,INDB,16522,16028,90.0
GKP,INDB,16028,15211,105.0
GKP,INDB,15211,15667,0.0
GKP,INDB,15667,16123,0.0
GKP,INDB,16123,16579,0.0
GKP,INDB,16579,16029,90.0
GKP,INDB,16029,15724,45.0
GKP,INDB,15724,16180,0.0
GKP,INDB,16180,16636,0.0
GKP,INDB,16636,15325,195.0
GKP,INDB,15325,15781,0.0
GKP,INDB,15781,16237,0.0
GKP,INDB,16237,16693,0.0
GKP,INDB,16693,16047,150.0
GKP,INDB,16047,15382,45.0
GKP,INDB,15382,15838,0.0
GKP,INDB,15838,16294,0.0
GKP,INDB,16294,16750,0.0
GKP,ST,16032,16048,0.0
GKP,ST,16048,16052,720.0
GKP,ST,16052,16029,195.0
GKP,RJT,15439,16034,285.0
GKP,RJT,16034,16522,240.0
GKP,RJT,16522,16036,90.0
GKP,PUNE,16049,16035,390.0
GKP,PUNE,16035,16028,135.0
GKP,PUNE,16028,16030,390.0
GKP,NGP,16020,16036,0.0
GKP,MYS,16050,16579,435.0
GKP,MYS,16579,16038,285.0
GKP,MYS,16038,16031,195.0
GKP,TVC,16040,16579,825.0
GKP,TVC,16579,16045,90.0
GKP,TVC,16045,15724,45.0
GKP,MDU,16033,16044,525.0
GKP,MDU,16044,16052,0.0
GKP,PURI,16351,16180,855.0
GKP,PURI,16180,16046,150.0
GKP,R,16034,16046,720.0
GKP,R,16046,16047,195.0
GKP,VSKP,16049,16030,915.0
VGLJ,VSKP,16328,16651,585.0
VGLJ,VSKP,16651,16084,15.0
VGLJ,VSKP,16084,15644,120.0
VGLJ,VSKP,15644,16613,195.0
VGLJ,VSKP,16613,15454,195.0
VGLJ,VSKP,15454,16214,0.0
VGLJ,VSKP,16214,16087,75.0
PNBE,RNC,16088,16099,585.0
PNBE,RNC,16099,12365,135.0
PNBE,RNC,12365,13397,0.0
PNBE,RNC,13397,13398,0.0
PNBE,RNC,13398,22349,0.0
PNBE,TATA,16120,16089,195.0
PNBE,TATA,16089,16091,390.0
PNBE,TATA,16091,16101,330.0
PNBE,TATA,16101,16164,45.0
PNBE,SVDK,16108,16094,390.0
PNBE,ST,16105,16101,720.0
PNBE,ST,16101,16109,0.0
PNBE,RJT,16093,16103,390.0
PNBE,PUNE,16104,16106,390.0
PNBE,PUNE,16106,15537,45.0
PNBE,UBL,16108,16110,390.0
PNBE,TVC,16109,16102,195.0
PNBE,PURI,16115,12801,135.0
PNBE,PURI,12801,12802,0.0
PNBE,PURI,12802,16111,585.0
PNBE,R,15936,16091,345.0
PNBE,R,16091,16506,45.0
PNBE,R,16506,16116,90.0
PNBE,R,16116,16110,390.0
PNBE,R,16110,16103,195.0
PNBE,VSKP,16118,16677,45.0
RNC,TATA,16122,16139,195.0
RNC,TATA,16139,16148,135.0
RNC,TATA,16148,16156,240.0
RNC,SVDK,16327,16127,1200.0
RNC,ST,16124,16134,390.0
RNC,ST,16134,16143,195.0
RNC,UBL,15928,16498,390.0
RNC,UBL,16498,16141,285.0
RNC,TVC,15130,16612,330.0
RNC,TVC,16612,16142,150.0
RNC,TVC,16142,16726,240.0
RNC,VSKP,16144,15301,1155.0
RNC,VSKP,15301,16669,0.0
RNC,VSKP,16669,16151,150.0
TATA,UBL,16234,16291,195.0
TATA,UBL,16291,16595,0.0
TATA,UBL,16595,15588,135.0
TATA,UBL,15588,16173,75.0
TATA,UBL,16173,16604,45.0
TATA,UBL,16604,15493,75.0
TATA,UBL,15493,16167,270.0
TATA,TVC,16319,15635,720.0
TATA,TVC,15635,16174,285.0
TATA,TVC,16174,16205,45.0
TATA,TVC,16205,16614,75.0
TATA,TVC,16614,16159,75.0
CDG,FZR,16216,15399,105.0
CDG,FZR,15399,15855,0.0
CDG,FZR,15855,16311,0.0
CDG,FZR,16311,15912,15.0
CDG,FZR,15912,15456,120.0
CDG,FZR,15456,16368,0.0
CDG,FZR,16368,15513,195.0
CDG,FZR,15513,15969,0.0
CDG,FZR,15969,16425,0.0
CDG,FZR,16425,15114,195.0
CDG,FZR,15114,16026,0.0
CDG,FZR,16026,16482,0.0
CDG,FZR,16482,16188,90.0
CDG,FZR,16188,15171,105.0
CDG,FZR,15171,15627,0.0
CDG,FZR,15627,16083,0.0
CDG,FZR,16083,16539,0.0
CDG,FZR,16539,16197,90.0
CDG,FZR,16197,15228,45.0
CDG,FZR,15228,15684,0.0
CDG,FZR,15684,16140,0.0
CDG,FZR,16140,16596,0.0
CDG,FZR,16596,15285,195.0
CDG,FZR,15285,15741,0.0
CDG,FZR,15741,16653,0.0
CDG,FZR,16653,16254,75.0
CDG,FZR,16254,15342,120.0
CDG,FZR,15342,15798,0.0
CDG,FZR,15798,16710,0.0
CDG,JAT,15114,12425,90.0
CDG,JAT,12425,12426,0.0
CDG,JAT,12426,22439,0.0
CDG,JAT,22439,22440,0.0
CDG,JAT,22440,16189,195.0
CDG,JAT,16189,16710,435.0
CDG,SVDK,16311,22439,615.0
CDG,SVDK,22439,22440,0.0
CDG,SVDK,22440,16190,390.0
CDG,JP,16217,16026,435.0
CDG,JP,16026,15171,195.0
CDG,JP,15171,16198,285.0
CDG,JP,16198,16214,0.0
CDG,JP,16214,16191,195.0
CDG,KOTA,16192,16368,240.0
CDG,KOTA,16368,16206,870.0
CDG,INDB,16194,16425,45.0
CDG,INDB,16425,15228,525.0
CDG,INDB,15228,16190,150.0
CDG,INDB,16190,16199,195.0
CDG,INDB,16199,15798,45.0
CDG,GWL,16195,16254,645.0
CDG,ST,16200,16311,105.0
CDG,ST,16311,16482,525.0
CDG,ST,16482,15627,195.0
CDG,ST,15627,16197,90.0
CDG,RJT,16199,16207,0.0
CDG,PUNE,16200,16201,195.0
CDG,PUNE,16201,16539,630.0
CDG,PUNE,16539,16199,480.0
CDG,NGP,16201,16191,1110.0
CDG,MYS,16368,16202,150.0
CDG,MYS,16202,16203,195.0
CDG,MYS,16203,16140,375.0
CDG,MYS,16140,15342,390.0
CDG,UBL,16204,16596,240.0
CDG,TVC,16216,16205,915.0
CDG,ERS,16208,16203,585.0
CDG,ERS,16203,16206,525.0
CDG,CLT,16200,15969,435.0
CDG,CLT,15969,16482,195.0
CDG,CLT,16482,16207,675.0
CDG,MDU,15399,16209,90.0
CDG,MDU,16209,16204,525.0
CDG,MDU,16204,15684,240.0
CDG,MDU,15684,16596,0.0
CDG,MDU,16596,16653,195.0
CDG,R,16217,16212,525.0
CDG,R,16212,16205,195.0
CDG,VSKP,16201,16214,915.0
CDG,GHY,16216,15456,240.0
CDG,GHY,15456,16653,915.0
ASR,FZR,16218,16235,195.0
ASR,FZR,16235,16238,525.0
ASR,JAT,16303,16219,480.0
ASR,JAT,16219,15619,240.0
ASR,JAT,15619,16230,285.0
ASR,JAT,16230,16189,45.0
ASR,SVDK,16220,15277,315.0
ASR,SVDK,15277,16222,75.0
ASR,JP,16236,16221,195.0
ASR,KOTA,16360,16222,870.0
ASR,INDB,16224,16218,390.0
ASR,INDB,16218,16417,45.0
ASR,INDB,16417,16237,480.0
ASR,INDB,16237,16247,390.0
ASR,GWL,16225,16360,45.0
ASR,GWL,16360,16132,720.0
ASR,GWL,16132,16239,345.0
ASR,GWL,16239,15334,45.0
ASR,ST,16219,16227,0.0
ASR,ST,16227,16474,45.0
ASR,ST,16474,16238,480.0
ASR,ST,16238,16223,195.0
ASR,RJT,15961,16474,195.0
ASR,RJT,16474,16229,285.0
ASR,PUNE,16220,16531,105.0
ASR,PUNE,16531,16230,285.0
ASR,PUNE,16230,16239,195.0
ASR,NGP,15391,15676,855.0
ASR,NGP,15676,16231,345.0
ASR,MAO,16232,16240,0.0
ASR,MAO,16240,15847,105.0
ASR,MAO,15847,16531,720.0
ASR,MYS,16232,16240,0.0
ASR,MYS,16240,16233,195.0
ASR,MYS,16233,16221,720.0
ASR,MYS,16221,16588,45.0
ASR,UBL,16224,16234,390.0
ASR,TVC,16417,16235,150.0
ASR,TVC,16235,16075,240.0
ASR,ERS,16241,16236,525.0
ASR,ERS,16236,16222,390.0
ASR,CBE,15448,16238,870.0
ASR,CBE,16238,16645,45.0
ASR,MDU,16241,16242,195.0
ASR,MDU,16242,16223,915.0
ASR,MDU,16223,16239,0.0
ASR,BBS,16240,16233,195.0
ASR,PURI,16225,16241,0.0
ASR,R,16224,16242,390.0
ASR,R,16242,16243,195.0
ASR,VSKP,16244,16588,240.0
ASR,VSKP,16588,15733,195.0
ASR,BZA,16225,16244,525.0
ASR,BZA,16244,16245,195.0
ASR,GHY,16303,16242,285.0
ASR,GHY,16242,15505,45.0
ASR,GHY,15505,16246,675.0
ASR,GHY,16246,16645,45.0
FZR,JAT,16248,16295,105.0
FZR,JAT,16295,15114,405.0
FZR,JAT,15114,15874,0.0
FZR,JAT,15874,15988,330.0
FZR,JAT,15988,16292,0.0
FZR,JAT,16292,16710,390.0
FZR,SVDK,16249,15665,120.0
FZR,SVDK,15665,16330,195.0
FZR,SVDK,16330,15380,330.0
FZR,SVDK,15380,16159,585.0
FZR,SVDK,16159,16311,0.0
FZR,JP,16352,16250,150.0
FZR,JP,16250,16274,0.0
FZR,JP,16274,15953,45.0
FZR,JP,15953,16026,75.0
FZR,JP,16026,15171,195.0
FZR,JP,15171,15836,135.0
FZR,JP,15836,16349,195.0
FZR,JP,16349,16255,270.0
FZR,JP,16255,16271,0.0
FZR,KOTA,16368,16251,465.0
FZR,KOTA,16251,16263,720.0
FZR,INDB,16256,15839,105.0
FZR,INDB,15839,16064,15.0
FZR,INDB,16064,16409,195.0
FZR,INDB,16409,16425,0.0
FZR,INDB,16425,16275,270.0
FZR,INDB,16275,15228,255.0
FZR,INDB,15228,16253,75.0
FZR,INDB,16253,15798,315.0
FZR,GWL,15532,16444,0.0
FZR,GWL,16444,16254,270.0
FZR,ST,16256,15383,105.0
FZR,ST,15383,15839,0.0
FZR,ST,15839,16295,0.0
FZR,ST,16295,16751,0.0
FZR,ST,16751,16257,90.0
FZR,ST,16257,15440,45.0
FZR,ST,15440,15896,0.0
FZR,ST,15896,16352,0.0
FZR,ST,16352,16409,75.0
FZR,ST,16409,15497,120.0
FZR,ST,15497,15953,0.0
FZR,ST,15953,16482,75.0
FZR,ST,16482,15098,120.0
FZR,ST,15098,15554,0.0
FZR,ST,15554,16010,0.0
FZR,ST,16010,16466,0.0
FZR,ST,16466,15627,75.0
FZR,ST,15627,16067,0.0
FZR,ST,16067,16276,15.0
FZR,ST,16276,15155,105.0
FZR,ST,15155,15611,0.0
FZR,ST,15611,16523,0.0
FZR,ST,16523,15212,135.0
FZR,ST,15212,15668,0.0
FZR,ST,15668,16124,0.0
FZR,ST,16124,16580,0.0
FZR,ST,16580,15437,75.0
FZR,ST,15437,16197,0.0
FZR,ST,16197,15269,120.0
FZR,ST,15269,15725,0.0
FZR,ST,15725,16181,0.0
FZR,ST,16181,16637,0.0
FZR,ST,16637,15326,195.0
FZR,ST,15326,15782,0.0
FZR,ST,15782,16238,0.0
FZR,ST,16238,16694,0.0
FZR,ST,16694,16311,75.0
FZR,RJT,16264,16520,120.0
FZR,RJT,16520,16258,270.0
FZR,RJT,16258,16523,435.0
FZR,PUNE,16256,15440,240.0
FZR,PUNE,15440,16258,150.0
FZR,PUNE,16258,16259,195.0
FZR,PUNE,16259,16539,120.0
FZR,NGP,16248,16260,720.0
FZR,NGP,16260,16558,510.0
FZR,MAO,16577,16261,600.0
FZR,MYS,16368,15722,390.0
FZR,MYS,15722,16259,75.0
FZR,MYS,16259,16140,255.0
FZR,MYS,16140,16580,120.0
FZR,MYS,16580,16262,150.0
FZR,MYS,16262,15342,120.0
FZR,UBL,16596,16263,465.0
FZR,TVC,16264,15304,120.0
FZR,TVC,15304,15760,0.0
FZR,TVC,15760,16216,0.0
FZR,TVC,16216,16672,0.0
FZR,TVC,16672,16273,75.0
FZR,TVC,16273,15361,120.0
FZR,TVC,15361,15817,0.0
FZR,TVC,15817,16729,0.0
FZR,TVC,16729,15418,195.0
FZR,TVC,15418,15874,0.0
FZR,TVC,15874,16330,0.0
FZR,TVC,16330,15475,195.0
FZR,TVC,15475,15931,0.0
FZR,TVC,15931,16235,0.0
FZR,TVC,16235,16387,0.0
FZR,TVC,16387,15532,135.0
FZR,TVC,15532,15988,0.0
FZR,TVC,15988,16292,0.0
FZR,TVC,16292,16444,0.0
FZR,TVC,16444,15133,195.0
FZR,TVC,15133,15589,0.0
FZR,TVC,15589,16045,0.0
FZR,TVC,16045,16501,0.0
FZR,TVC,16501,15190,195.0
FZR,TVC,15190,15494,0.0
FZR,TVC,15494,15646,0.0
FZR,TVC,15646,16102,0.0
FZR,TVC,16102,16558,0.0
FZR,TVC,16558,15247,195.0
FZR,TVC,15247,15703,0.0
FZR,TVC,15703,16159,0.0
FZR,TVC,16159,16615,0.0
FZR,MDU,16178,16268,210.0
FZR,MDU,16268,15684,120.0
FZR,MDU,15684,16596,0.0
FZR,MDU,16596,16261,75.0
FZR,MDU,16261,16349,120.0
FZR,MDU,16349,16653,0.0
FZR,MDU,16653,15399,390.0
FZR,PURI,15896,16010,390.0
FZR,PURI,16010,16466,0.0
FZR,PURI,16466,16523,195.0
FZR,PURI,16523,16270,285.0
FZR,R,16672,16352,120.0
FZR,R,16352,16274,150.0
FZR,R,16274,16262,720.0
FZR,R,16262,16181,45.0
FZR,R,16181,16271,150.0
FZR,VSKP,16273,16258,195.0
FZR,VSKP,16258,16634,120.0
FZR,VSKP,16634,15551,915.0
FZR,GHY,15456,16216,0.0
FZR,GHY,16216,16330,390.0
FZR,GHY,16330,16275,75.0
FZR,GHY,16275,16653,450.0
FZR,GHY,16653,15646,195.0
FZR,GHY,15646,16615,195.0
JAT,SVDK,22439,22440,0.0
JAT,SVDK,22440,16277,195.0
JAT,SVDK,16277,16279,390.0
JAT,JP,16344,16293,675.0
JAT,JP,16293,16278,195.0
JAT,KOTA,15432,16279,1065.0
JAT,ST,16280,16284,720.0
JAT,ST,16284,16295,585.0
JAT,RJT,16515,16286,285.0
JAT,PUNE,16296,15489,435.0
JAT,PUNE,15489,12192,285.0
JAT,PUNE,12192,16277,195.0
JAT,PUNE,16277,16287,390.0
JAT,PUNE,16287,16230,45.0
JAT,MAO,16289,16297,0.0
JAT,MAO,16297,16572,765.0
JAT,MYS,16289,16297,0.0
JAT,MYS,16297,15888,45.0
JAT,MYS,15888,16290,150.0
JAT,MYS,16290,16002,240.0
JAT,MYS,16002,16458,0.0
JAT,MYS,16458,16515,195.0
JAT,MYS,16515,16278,285.0
JAT,UBL,16281,16344,45.0
JAT,UBL,16344,16291,345.0
JAT,UBL,16291,16173,570.0
JAT,MDU,16280,16296,0.0
JAT,MDU,16296,16298,390.0
JAT,MDU,16298,16299,195.0
JAT,MDU,16299,15546,45.0
JAT,MDU,15546,16629,525.0
JAT,PURI,16282,16298,0.0
JAT,R,16281,16401,240.0
JAT,R,16401,16299,150.0
JAT,R,16299,16300,135.0
JAT,R,16300,16116,240.0
JAT,R,16116,16572,0.0
JAT,R,16572,15774,390.0
SVDK,UBL,16393,16108,525.0
SVDK,UBL,16108,16564,0.0
SVDK,UBL,16564,16318,150.0
SVDK,UBL,16318,15766,240.0
SVDK,TVC,16330,16319,915.0
SVDK,VSKP,16328,16735,105.0
SVDK,VSKP,16735,16315,480.0
SVDK,VSKP,16315,15139,240.0
SVDK,VSKP,15139,16678,525.0
JP,KOTA,16369,16027,390.0
JP,KOTA,16027,16332,15.0
JP,KOTA,16332,15172,120.0
JP,KOTA,15172,15837,195.0
JP,ST,16352,16337,195.0
JP,ST,16337,16483,510.0
JP,ST,16483,16333,210.0
JP,RJT,15761,16521,0.0
JP,RJT,16521,16339,270.0
JP,RJT,16339,16388,255.0
JP,RJT,16388,15286,390.0
JP,RJT,15286,16103,195.0
JP,PUNE,16353,16340,525.0
JP,PUNE,16340,16540,120.0
JP,PUNE,16540,16334,270.0
JP,NGP,16341,16556,45.0
JP,NGP,16556,16559,465.0
JP,MAO,16354,16342,720.0
JP,MYS,16346,16354,0.0
JP,MYS,16354,16578,120.0
JP,MYS,16578,15587,315.0
JP,MYS,15587,16335,480.0
JP,MYS,16335,16343,0.0
JP,UBL,16344,16369,315.0
JP,UBL,16369,16338,75.0
JP,UBL,16338,16578,120.0
JP,UBL,16578,15723,195.0
JP,UBL,15723,16141,330.0
JP,UBL,16141,16597,0.0
JP,UBL,16597,15343,390.0
JP,TVC,16616,16345,75.0
JP,TVC,16345,15929,240.0
JP,TVC,15929,16499,390.0
JP,TVC,16499,16613,330.0
JP,MDU,16008,16464,0.0
JP,MDU,16464,16337,75.0
JP,MDU,16337,16521,120.0
JP,MDU,16521,16730,195.0
JP,MDU,16730,16355,75.0
JP,MDU,16355,16356,135.0
JP,MDU,16356,16349,195.0
JP,MDU,16349,15134,315.0
JP,MDU,15134,15894,0.0
JP,MDU,15894,16654,0.0
JP,PURI,15815,15856,15.0
JP,PURI,15856,16339,465.0
JP,PURI,16339,16540,255.0
JP,PURI,16540,16556,120.0
JP,PURI,16556,16445,75.0
JP,PURI,16445,15245,120.0
JP,PURI,15245,16046,75.0
JP,PURI,16046,16351,75.0
JP,PURI,16351,15191,120.0
JP,R,16352,16271,105.0
JP,R,16271,15248,15.0
JP,R,15248,15704,0.0
JP,R,15704,16616,0.0
JP,R,16616,15305,195.0
JP,R,15305,15761,0.0
JP,R,15761,16217,0.0
JP,R,16217,16673,0.0
JP,R,16673,16338,75.0
JP,R,16338,15362,120.0
JP,R,15362,15818,0.0
JP,R,15818,16274,0.0
JP,R,16274,16730,0.0
JP,R,16730,15419,195.0
JP,R,15419,15875,0.0
JP,R,15875,16331,0.0
JP,R,16331,15476,135.0
JP,R,15476,15932,0.0
JP,R,15932,16388,0.0
JP,R,16388,16357,75.0
JP,R,16357,15533,120.0
JP,R,15533,15989,0.0
JP,R,15989,16445,0.0
JP,R,16445,15134,195.0
JP,R,15134,15590,0.0
JP,R,15590,16046,0.0
JP,R,16046,16502,0.0
JP,R,16502,16670,120.0
JP,R,16670,15191,75.0
JP,R,15191,15647,0.0
JP,R,15647,16103,0.0
JP,R,16103,16559,0.0
JP,VSKP,15248,16328,120.0
JP,VSKP,16328,16673,75.0
JP,VSKP,16673,16354,75.0
JP,VSKP,16354,15818,120.0
JP,VSKP,15818,16426,0.0
JP,VSKP,16426,16084,330.0
JP,VSKP,16084,15644,120.0
JP,VSKP,15644,16613,195.0
JP,VSKP,16613,16214,195.0
